UsageStartDate,ProductName,UnblendedCost,Currency,AccountNumber,AWSRegion,Dept,ProjectName,Env,Usage,Unit,CostType
2025-01-10,Data Transfer,25.02,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,42.54,units,Usage
2025-01-11,Compute,99.55,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,169.24,units,Usage
2025-01-11,Storage,30.59,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,52.01,units,Usage
2025-01-11,Database,69.16,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,117.58,units,Usage
2025-01-11,Data Transfer,22.26,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,37.85,units,Usage
2025-01-12,Compute,101.63,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,172.77,units,Usage
2025-01-12,Storage,31.17,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,52.98,units,Usage
2025-01-12,Database,70.24,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,119.4,units,Usage
2025-01-12,Data Transfer,22.08,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,37.53,units,Usage
2025-01-13,Compute,116.0,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,197.19,units,Usage
2025-01-13,Storage,35.78,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,60.82,units,Usage
2025-01-13,Database,80.44,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,136.75,units,Usage
2025-01-13,Data Transfer,25.98,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.17,units,Usage
2025-01-14,Compute,117.12,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,199.11,units,Usage
2025-01-14,Storage,38.4,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,65.28,units,Usage
2025-01-14,Database,79.84,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,135.73,units,Usage
2025-01-14,Data Transfer,25.05,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,42.58,units,Usage
2025-01-15,Compute,120.02,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,204.03,units,Usage
2025-01-15,Storage,37.65,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,64.01,units,Usage
2025-01-15,Database,82.42,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,140.12,units,Usage
2025-01-15,Data Transfer,26.23,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.58,units,Usage
2025-01-16,Compute,121.92,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,207.27,units,Usage
2025-01-16,Storage,36.39,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,61.87,units,Usage
2025-01-16,Database,78.82,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,134.0,units,Usage
2025-01-16,Data Transfer,25.43,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,43.22,units,Usage
2025-01-17,Compute,120.71,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,205.21,units,Usage
2025-01-17,Storage,35.27,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,59.97,units,Usage
2025-01-17,Database,81.65,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,138.81,units,Usage
2025-01-17,Data Transfer,25.92,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.06,units,Usage
2025-01-18,Compute,99.48,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,169.11,units,Usage
2025-01-18,Storage,31.63,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,53.77,units,Usage
2025-01-18,Database,70.43,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,119.74,units,Usage
2025-01-18,Data Transfer,23.29,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,39.59,units,Usage
2025-01-19,Compute,102.13,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,173.62,units,Usage
2025-01-19,Storage,30.52,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,51.89,units,Usage
2025-01-19,Database,68.32,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,116.14,units,Usage
2025-01-19,Data Transfer,21.41,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,36.4,units,Usage
2025-01-20,Compute,120.99,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,205.68,units,Usage
2025-01-20,Storage,36.11,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,61.38,units,Usage
2025-01-20,Database,81.65,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,138.81,units,Usage
2025-01-20,Data Transfer,26.28,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.67,units,Usage
2025-01-21,Compute,116.48,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,198.01,units,Usage
2025-01-21,Storage,36.37,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,61.82,units,Usage
2025-01-21,Database,78.35,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,133.2,units,Usage
2025-01-21,Data Transfer,25.2,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,42.84,units,Usage
2025-01-22,Compute,117.0,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,198.9,units,Usage
2025-01-22,Storage,37.0,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,62.9,units,Usage
2025-01-22,Database,84.18,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,143.11,units,Usage
2025-01-22,Data Transfer,25.86,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,43.96,units,Usage
2025-01-23,Compute,119.37,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,202.93,units,Usage
2025-01-23,Storage,36.82,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,62.59,units,Usage
2025-01-23,Database,84.04,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,142.87,units,Usage
2025-01-23,Data Transfer,26.42,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.92,units,Usage
2025-01-24,Compute,119.5,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,203.15,units,Usage
2025-01-24,Storage,35.84,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,60.93,units,Usage
2025-01-24,Database,83.76,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,142.39,units,Usage
2025-01-24,Data Transfer,26.14,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.43,units,Usage
2025-01-25,Compute,104.27,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,177.27,units,Usage
2025-01-25,Storage,31.16,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,52.98,units,Usage
2025-01-25,Database,73.42,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,124.82,units,Usage
2025-01-25,Data Transfer,21.8,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,37.06,units,Usage
2025-01-26,Compute,105.36,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,179.11,units,Usage
2025-01-26,Storage,31.31,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,53.23,units,Usage
2025-01-26,Database,68.79,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,116.94,units,Usage
2025-01-26,Data Transfer,21.35,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,36.3,units,Usage
2025-01-27,Compute,118.61,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,201.64,units,Usage
2025-01-27,Storage,38.0,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,64.6,units,Usage
2025-01-27,Database,83.79,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,142.44,units,Usage
2025-01-27,Data Transfer,26.38,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.85,units,Usage
2025-01-28,Compute,112.58,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,191.39,units,Usage
2025-01-28,Storage,37.42,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,63.62,units,Usage
2025-01-28,Database,83.36,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,141.71,units,Usage
2025-01-28,Data Transfer,25.66,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,43.62,units,Usage
2025-01-29,Compute,117.49,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,199.73,units,Usage
2025-01-29,Storage,36.85,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,62.64,units,Usage
2025-01-29,Database,85.64,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,145.59,units,Usage
2025-01-29,Data Transfer,25.38,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,43.14,units,Usage
2025-01-30,Compute,118.13,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,200.82,units,Usage
2025-01-30,Storage,38.03,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,64.66,units,Usage
2025-01-30,Database,81.58,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,138.69,units,Usage
2025-01-30,Data Transfer,25.81,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,43.88,units,Usage
2025-01-31,Compute,119.67,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,203.43,units,Usage
2025-01-31,Storage,35.85,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,60.94,units,Usage
2025-01-31,Database,82.91,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,140.95,units,Usage
2025-01-31,Data Transfer,25.32,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,43.05,units,Usage
2025-02-01,Compute,103.89,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,176.61,units,Usage
2025-02-01,Storage,31.36,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,53.31,units,Usage
2025-02-01,Database,74.43,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,126.54,units,Usage
2025-02-01,Data Transfer,22.3,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,37.92,units,Usage
2025-02-02,Compute,105.29,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,178.99,units,Usage
2025-02-02,Storage,30.28,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,51.47,units,Usage
2025-02-02,Database,69.92,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,118.86,units,Usage
2025-02-02,Data Transfer,22.35,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,37.99,units,Usage
2025-02-03,Compute,124.48,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,211.61,units,Usage
2025-02-03,Storage,35.56,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,60.46,units,Usage
2025-02-03,Database,84.57,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,143.77,units,Usage
2025-02-03,Data Transfer,26.47,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.99,units,Usage
2025-02-04,Compute,123.99,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,210.78,units,Usage
2025-02-04,Storage,37.63,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,63.96,units,Usage
2025-02-04,Database,82.85,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,140.85,units,Usage
2025-02-04,Data Transfer,25.82,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,43.89,units,Usage
2025-02-05,Compute,116.43,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,197.93,units,Usage
2025-02-05,Storage,37.22,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,63.27,units,Usage
2025-02-05,Database,82.45,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,140.17,units,Usage
2025-02-05,Data Transfer,27.36,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,46.52,units,Usage
2025-02-06,Compute,118.28,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,201.07,units,Usage
2025-02-06,Storage,37.35,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,63.5,units,Usage
2025-02-06,Database,79.9,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,135.83,units,Usage
2025-02-06,Data Transfer,25.94,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.09,units,Usage
2025-02-07,Compute,120.77,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,205.31,units,Usage
2025-02-07,Storage,37.81,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,64.27,units,Usage
2025-02-07,Database,85.7,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,145.68,units,Usage
2025-02-07,Data Transfer,26.17,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.48,units,Usage
2025-02-08,Compute,98.94,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,168.19,units,Usage
2025-02-08,Storage,31.92,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,54.26,units,Usage
2025-02-08,Database,71.46,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,121.48,units,Usage
2025-02-08,Data Transfer,22.55,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,38.34,units,Usage
2025-02-09,Compute,100.16,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,170.28,units,Usage
2025-02-09,Storage,32.52,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,55.28,units,Usage
2025-02-09,Database,70.7,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,120.19,units,Usage
2025-02-09,Data Transfer,22.69,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,38.58,units,Usage
2025-02-10,Compute,123.83,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,210.52,units,Usage
2025-02-10,Storage,37.71,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,64.11,units,Usage
2025-02-10,Database,83.68,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,142.26,units,Usage
2025-02-10,Data Transfer,27.55,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,46.83,units,Usage
2025-02-11,Compute,121.09,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,205.86,units,Usage
2025-02-11,Storage,36.97,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,62.85,units,Usage
2025-02-11,Database,83.42,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,141.81,units,Usage
2025-02-11,Data Transfer,27.16,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,46.18,units,Usage
2025-02-12,Compute,120.84,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,205.44,units,Usage
2025-02-12,Storage,37.69,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,64.08,units,Usage
2025-02-12,Database,85.54,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,145.42,units,Usage
2025-02-12,Data Transfer,25.99,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.18,units,Usage
2025-02-13,Compute,115.86,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,196.97,units,Usage
2025-02-13,Storage,37.53,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,63.81,units,Usage
2025-02-13,Database,83.77,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,142.41,units,Usage
2025-02-13,Data Transfer,25.95,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.12,units,Usage
2025-02-14,Compute,123.1,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,209.27,units,Usage
2025-02-14,Storage,37.83,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,64.3,units,Usage
2025-02-14,Database,81.51,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,138.56,units,Usage
2025-02-14,Data Transfer,26.65,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,45.3,units,Usage
2025-02-15,Compute,102.02,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,173.44,units,Usage
2025-02-15,Storage,30.44,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,51.75,units,Usage
2025-02-15,Database,71.72,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,121.93,units,Usage
2025-02-15,Data Transfer,22.35,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,38.0,units,Usage
2025-02-16,Compute,100.59,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,171.01,units,Usage
2025-02-16,Storage,32.17,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,54.69,units,Usage
2025-02-16,Database,71.84,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,122.14,units,Usage
2025-02-16,Data Transfer,22.05,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,37.48,units,Usage
2025-02-17,Compute,122.09,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,207.54,units,Usage
2025-02-17,Storage,38.26,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,65.04,units,Usage
2025-02-17,Database,82.23,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,139.8,units,Usage
2025-02-17,Data Transfer,26.63,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,45.26,units,Usage
2025-02-18,Compute,121.09,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,205.84,units,Usage
2025-02-18,Storage,39.35,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,66.9,units,Usage
2025-02-18,Database,80.12,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,136.2,units,Usage
2025-02-18,Data Transfer,26.83,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,45.62,units,Usage
2025-02-19,Compute,120.33,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,204.56,units,Usage
2025-02-19,Storage,37.37,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,63.52,units,Usage
2025-02-19,Database,87.33,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,148.46,units,Usage
2025-02-19,Data Transfer,26.43,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.93,units,Usage
2025-02-20,Compute,127.43,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,216.63,units,Usage
2025-02-20,Storage,37.11,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,63.08,units,Usage
2025-02-20,Database,84.45,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,143.56,units,Usage
2025-02-20,Data Transfer,26.16,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.48,units,Usage
2025-02-21,Compute,119.46,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,203.08,units,Usage
2025-02-21,Storage,37.56,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,63.86,units,Usage
2025-02-21,Database,83.31,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,141.63,units,Usage
2025-02-21,Data Transfer,26.6,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,45.22,units,Usage
2025-02-22,Compute,97.33,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,165.46,units,Usage
2025-02-22,Storage,33.58,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,57.08,units,Usage
2025-02-22,Database,70.93,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,120.58,units,Usage
2025-02-22,Data Transfer,23.54,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,40.03,units,Usage
2025-02-23,Compute,100.43,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,170.73,units,Usage
2025-02-23,Storage,32.15,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,54.65,units,Usage
2025-02-23,Database,77.31,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,131.43,units,Usage
2025-02-23,Data Transfer,21.99,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,37.39,units,Usage
2025-02-24,Compute,117.53,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,199.79,units,Usage
2025-02-24,Storage,37.13,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,63.13,units,Usage
2025-02-24,Database,84.94,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,144.39,units,Usage
2025-02-24,Data Transfer,26.96,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,45.82,units,Usage
2025-02-25,Compute,125.28,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,212.97,units,Usage
2025-02-25,Storage,37.41,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,63.59,units,Usage
2025-02-25,Database,81.06,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,137.8,units,Usage
2025-02-25,Data Transfer,26.3,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,44.71,units,Usage
2025-02-26,Compute,125.23,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,212.9,units,Usage
2025-02-26,Storage,38.05,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,64.69,units,Usage
2025-02-26,Database,80.45,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,136.77,units,Usage
2025-02-26,Data Transfer,26.56,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,45.15,units,Usage
2025-02-27,Compute,125.76,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,213.8,units,Usage
2025-02-27,Storage,39.49,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,67.13,units,Usage
2025-02-27,Database,85.3,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,145.01,units,Usage
2025-02-27,Data Transfer,26.79,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,45.54,units,Usage
2025-02-28,Compute,118.6,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,201.62,units,Usage
2025-02-28,Storage,37.0,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,62.89,units,Usage
2025-02-28,Database,84.39,USD,acct-prod-001,us-east-1,Engineering,Customer Portal,prod,143.46,units,Usage
2025-02-28,Data Transfer,26.92,USD,acct-prod-001,us-west-2,Finance,Analytics,prod,45.77,units,Usage
